,palavras,quantidade
423,diretoria executiva,5
424,aprovada,5
425,prazo ação,5
426,informações reclamações,5
427,auditoria controle,5
428,socioambiental prsa,5
429,portal unibb,5
430,terceiro,5
431,gestão desempenho,5
432,menos,5
433,fatores,5
434,rating,5
435,econômicos indiretos,5
436,biprodutos,5
437,governo,5
438,cada vez,5
439,envolvido,5
440,nova,5
441,liderança,5
442,medidas adotadas,5
443,internacionais,5
444,defesa,5
445,cliente rotulagem,5
446,força,5
447,diretoria,5
448,frente,5
449,corrupção,5
450,relações trabalhistas,5
451,exigência,5
452,atributosdescrição propósito,5
453,conforme,5
454,assunto,5
455,quatro,5
456,potencial,5
457,considera,5
458,responsáveis,5
459,destacam,5
460,canal,5
461,estatuto social,5
462,acompanhar,5
463,doenças ocupacionais,5
464,due diligence,5
465,maior,5
466,governançabanco,5
467,alinhamento,5
468,fortalecimento,5
469,demonstrações contábeis,5
470,administração,5
471,equador,5
472,colaboradores,5
473,dimensões,5
474,stakeholder,5
475,incidentes,5
476,materialidade,5
477,segurança ocupacional,5
478,bacen,5
479,aspectos socioambientais,5
480,pessoas jurídicas,5
481,contribuições,5
482,socioambiental empresarial,5
483,melhores práticas,5
484,empresarial rsae,5
485,atributos,4
486,avanço,4
487,equipamentos,4
488,sul sudeste,4
489,superior,4
490,rentabilidade,4
491,associado,4
492,densidade populacional,4
493,resultou,4
494,compromissos públicos,4
495,retorno,4
496,matriz,4
497,setores,4
498,patrimônio líquido,4
499,correspondente,4
500,seguro agrícola,4
501,transição,4
502,empresas contratadas,4
503,conduta,4
504,dinheiro,4
505,metas mensuráveis,4
506,ouvidoria externa,4
507,indicador aumentar,4
508,mensuráveis acordadas,4
509,recompensa prazo,4
510,risco operacional,4
511,participação,4
512,valor financeiro,4
513,valor social,4
514,ação,4
515,internacional,4
516,combate,4
517,parceria,4
518,garantir maior,4
519,recursos naturais,4
520,oeste norte,4
521,sudeste centro,4
522,uso sistemático,4
523,dentre,4
524,private,4
525,ambiente macroeconômico,4
526,administradores,4
527,região,4
528,observância,4
529,próximos anos,4
530,nesse contexto,4
531,ghg protocol,4
532,caixa,4
533,nativos digitais,4
534,sucessãobanco,4
535,resíduos,4
536,salário,4
537,interna avalia,4
538,economia brasileira,4
539,novo,4
540,programa nacional,4
541,corporate,4
542,programa abc,4
543,quantidade quantidade,4
544,usuários únicos,4
545,piloto,4
546,assegurar,4
547,corporativa bb,4
548,ranking,4
549,contra,4
550,melhor,4
551,macroeconômico contexto,4
552,fonte,4
553,apoiar,4
554,engajamento organizacional,4
555,insumo,4
556,eventos climáticos,4
557,desafio aprimorar,4
558,proximidade,4
559,gerencialgerencialnão gerencialgerencialnão,4
560,título,4
561,clientes acionistas,4
562,ciência,4
563,regras,4
564,programa coleta,4
565,obtido,4
566,bens inservíveis,4
567,mês,4
568,faturamento,4
569,gerentes gerais,4
570,desenvolver soluções,4
571,adotado,4
572,nova iorque,4
573,desenvolver,4
574,tendo,4
575,acategoria bcategoria,4
576,compra,4
577,dias úteis,4
578,capital principal,4
579,perda,4
580,licenciamento ambiental,4
581,controle,4
582,diversos,4
583,pequenas empresas,4
584,exercício,4
585,dirigentes estatutários,4
586,indicador aumento,4
587,adotar,4
588,questões socioambientais,4
589,barato vezes,4
590,efeitos nocivos,4
591,fbb,4
592,econômicos ambientais,4
593,cultura organizacional,4
594,agroindustrial,4
595,novas contratações,4
596,consumidores,4
597,indicador revisar,4
598,digital,4
599,anual tópicos,4
600,plantio direto,4
601,incluindo análise,4
602,viabilidade,4
603,estufa gee,4
604,doação,4
605,produtiva,4
606,mil funcionários,4
607,diretrizes bb,4
608,principalmente,4
609,melhores,4
610,corporativo,4
611,divulgação geral,4
612,via,4
613,milfaturamento,4
614,tanto,4
615,desenvolvimento econômico,4
616,valor arrecadado,4
617,externo,4
618,alta administração,4
619,ações equidade,4
620,participações fip,4
621,cada categoria,4
622,ouvidoria,4
623,lesões,4
624,estabelecida,4
625,workshop,4
626,engajamento prazo,4
627,atendido,4
628,analistas,4
629,equipe,4
630,emprego relações,4
631,produtos auditoria,4
632,startup,4
633,permitir,4
634,cliente conformidades,4
635,valor econômico,4
636,temas materiais,4
637,serviços privacidade,4
638,trabalhistas saúde,4
639,contexto,4
640,principais tópicos,4
641,promover,4
642,inovadora,4
643,aplicativo,4
644,condições negociais,4
645,janeiro,4
646,distrito federal,4
647,terceiros considerando,4
648,escopo,4
649,talentos,4
650,pessoa física,4
651,líquido ajustado,3
652,capitalcomitê,3
653,recursos administrados,3
654,emergentes,3
655,socioambiental buscando,3
656,financeira bruta,3
657,pessoa jurídica,3
658,volatilidade,3
659,pessoasrestaurativo dias,3
660,comodidade,3
661,reciclagem,3
662,lucro líquido,3
663,margem financeira,3
664,funcionários engajados,3
665,buscando minimizar,3
666,agricultores familiares,3
667,rio grande,3
668,agricultura familiar,3
669,iniciativas culturais,3
670,agronegócio fs,3
671,revisões,3
672,funcionárioindicadores,3
673,motivo,3
674,passou,3
675,únicos acessam,3
676,formas degradantes,3
677,pode,3
678,revisão,3
679,apoia,3
680,financiamento estudantil,3
681,indivíduo,3
682,importância,3
683,mil agricultores,3
684,ambiente decorrentes,3
685,aproximadamente mil,3
686,precedentes,3
687,virtude,3
688,poder,3
689,avaliações,3
690,adotar boas,3
691,descumprimento,3
692,clientes nativos,3
693,milhões pj,3
694,novos clientes,3
695,disponibilizamos,3
696,favor,3
697,transações realizadas,3
698,grupos,3
699,fornecimento,3
700,sete,3
701,categoria funcional,3
702,avaliação ambiental,3
703,forma sustentável,3
704,peso,3
705,bb giro,3
706,br,3
707,seguro,3
708,anexo gri,3
709,conteúdo gri,3
710,operacional,3
711,líderes,3
712,segundo,3
713,estatais,3
714,diversos aspectos,3
715,auxiliar,3
716,lista,3
717,estagiários aprendizes,3
718,palco,3
719,mínimo,3
720,sustentável ods,3
721,global reporting,3
722,distribuído,3
723,entregar,3
724,ti,3
725,xsumário,3
726,baixo,3
727,composto,3
728,perdas operacionais,3
729,anualmente,3
730,ultrapassamos,3
731,regime,3
732,medidas tomadas,3
733,brasileiro,3
734,privacidade,3
735,vinculado,3
736,município,3
737,óbitos relacionados,3
738,safra,3
739,atratividade,3
740,remuneração,3
741,comunicações,3
742,contábeis,3
743,reporting initiative,3
744,auditores independentes,3
745,febraban,3
746,benchmarking,3
747,decorrência,3
748,melhor experiência,3
749,primeiro,3
750,incremento,3
751,bancário,3
752,soluções economia,3
753,organização,3
754,corporate knights,3
755,equador princípios,3
756,plataforma,3
757,ftse good,3
758,referente,3
759,fornecedores emprego,3
760,universidade corporativa,3
761,pacto global,3
762,capital próprio,3
763,bem estarbanco,3
764,envolver,3
765,impacto positivo,3
766,entrada,3
767,atribuições,3
768,três,3
769,curto prazo,3
770,forma integrada,3
771,contato,3
772,ri bb,3
773,temas emergentes,3
774,ótica,3
775,avalia,3
776,mercado impactos,3
777,efeitos gerados,3
778,negativo,3
779,treinamentos horas,3
780,horas percentual,3
781,funcionário horas,3
782,programadescriçãoganhos efeitos,3
783,econômico presença,3
784,registradas,3
785,conveniência,3
786,empreendedorismo,3
787,tomadas,3
788,mitigar riscos,3
789,resíduos sólidos,3
790,social privado,3
791,juros sobre,3
792,rede,3
793,membros independentes,3
794,possam impactar,3
795,finanças sustentáveis,3
796,auditoria independente,3
797,parâmetro,3
798,atingimento,3
799,ação implementar,3
800,administrativo,3
801,exclusivamente,3
802,gri divulgação,3
803,permanente,3
804,estabelecida indicador,3
805,mobile,3
806,irregularidade,3
807,seguintes ações,3
808,disponibilidade,3
809,agenda,3
810,desempenho socioambiental,3
811,expresso,3
812,socioeconômicas portfólio,3
813,premissa,3
814,governo federal,3
815,serviços bancários,3
816,geral padrãopágina,3
817,proporciona,3
818,próprio,3
819,promove,3
820,polêmicos revisadas,3
821,funções,3
822,avaliação social,3
823,longevidade,3
824,monitoramento,3
825,relações interpessoais,3
826,especial,3
827,estado,3
828,negociais diferenciadas,3
829,crowdfunding,3
830,superior direto,3
831,socioambiental prazo,3
832,prazo planetaestratégia,3
833,prestação,3
834,dependência,3
835,distorções relevantes,3
836,periódica,3
837,novos modelos,3
838,resulta,3
839,questionário socioambiental,3
840,capitais,3
841,dessa,3
842,contempla,3
843,revisadas prazo,3
844,indicador publicação,3
845,concluídos,3
846,cinco,3
847,polêmicos indicador,3
848,ativo comunidades,3
849,socioambiental incluindo,3
850,diretor cd,3
851,proporcionar,3
852,cidade,3
853,ampliar,3
854,dia,3
855,retenção,3
856,diagnóstico,3
857,divulgado,3
858,ilícitos,3
859,asg crédito,3
860,elaborado,3
861,pública,3
862,pró ética,3
863,fase,3
864,ª linha,3
865,maturidade,3
866,ferramenta,3
867,contratação,3
868,início,3
869,clientes produtores,3
870,programa brasileiro,3
871,relatório anterior,3
872,especialmente,3
873,estados unidos,3
874,convidadas,3
875,quadro,3
876,pequeno porte,3
877,atender,3
878,quadro funcional,3
879,infantil trabalho,3
880,conteúdo,3
881,iniciado,3
882,brasileiro ghg,3
883,bolsa,3
884,sul anexo,3
885,dimensões econômica,3
886,quatro milhões,3
887,produtor,3
888,xtópicos materiaispadrãopágina,3
889,integridade considerando,2
890,empresarial brasileiro,2
891,utilizada,2
892,desenvolvidas externamente,2
893,qualitativa,2
894,outra,2
895,iniciativas desenvolvidas,2
896,quantitativa,2
897,potencializar,2
898,alguma,2
899,valorizam,2
900,estatutários conselheiros,2
901,engloba iniciativas,2
902,dentro,2
903,gênerofeminino,2
904,reaproveitamento,2
905,brasília df,2
906,prioridade,2
907,sede bb,2
908,direta,2
909,externa ocorrências,2
910,funcionários estagiários,2
911,qualquer natureza,2
912,regimentos internos,2
913,proagro,2
914,analytics,2
915,adoecimento,2
916,conselho empresarial,2
917,idade,2
918,anos anteriores,2
919,doença,2
920,first call,2
921,call resolution,2
922,mapa,2
923,ausentes,2
924,co,2
925,plástico metal,2
926,sac ocorrências,2
927,processos corporativos,2
928,determinado,2
929,situações,2
930,ativos ponderados,2
931,ar condicionado,2
932,papel plástico,2
933,distribui,2
934,ano redução,2
935,toner recondicionados,2
936,perdas esperadas,2
937,forma contínua,2
938,indicador liquidez,2
939,relacionamentobanco,2
940,complexidade,2
941,implementamos,2
942,dependentes,2
943,chatbot,2
944,encontra,2
945,empresa contratada,2
946,considerar,2
947,volume consumido,2
948,ponta,2
949,processo administrativo,2
950,clt,2
951,cartuchos,2
952,recondicionamento,2
953,cancelamento contratos,2
954,catadores,2
955,miprodutos,2
956,reuso,2
957,reuniões,2
958,lançamento,2
959,livre,2
960,principais elbb,2
961,avalia regularmente,2
962,trilha ética,2
963,terminais,2
964,comparativo meta,2
965,participaram,2
966,armazenamento,2
967,superiores,2
968,energia adquirida,2
969,risco rwa,2
970,exigências legais,2
971,normas internas,2
972,empresário,2
973,assistência,2
974,frequência,2
975,pares,2
976,descarte,2
977,cdp,2
978,liberados,2
979,enquadrar,2
980,rápida,2
981,atendimento primário,2
982,cooperativa,2
983,reciclado,2
984,denúnciasbanco,2
985,line,2
986,abordagem adotada,2
987,ativos sujeitos,2
988,sobre empregados,2
989,informado,2
990,outros trabalhadores,2
991,adotada,2
992,stakeholders abordagem,2
993,amplo processo,2
994,internos vs,2
995,vs canal,2
996,localizadas,2
997,dá,2
998,necessário,2
999,consultada,2
1000,tempo integral,2
1001,áreas responsáveis,2
1002,conosco,2
1003,sendo mil,2
1004,elaboraram,2
1005,previdência complementar,2
1006,regimento interno,2
1007,debêntures conversíveis,2
1008,mensurar,2
1009,indicador ampliar,2
1010,gerência prazo,2
1011,desempenho multidimensional,2
1012,outras atribuições,2
1013,tendências tecnológicas,2
1014,gerar oportunidades,2
1015,relacionamento financeiroação,2
1016,financeiroação indicador,2
1017,quais destacam,2
1018,indicador implementação,2
1019,consumidor bancário,2
1020,pj mpe,2
1021,novas tendências,2
1022,dispositivos legais,2
1023,implementar condições,2
1024,serviços voltados,2
1025,verde prazo,2
1026,investimentos próprios,2
1027,ação atualizar,2
1028,crédito revisadas,2
1029,rating socioambiental,2
1030,água mil,2
1031,participação acionária,2
1032,bilhões juros,2
1033,lucro retido,2
1034,outras iniciativas,2
1035,atacado pj,2
1036,sujeitas,2
1037,prosperidade parceria,2
1038,demais planos,2
1039,cada dois,2
1040,dois anos,2
1041,três anos,2
1042,atendimento próprio,2
1043,clientes receberam,2
1044,voluntários assumidos,2
1045,atendimento gerenciado,2
1046,gerentes executivos,2
1047,compromissos voluntários,2
1048,estrutura organizacional,2
1049,buscamos mitigar,2
1050,climáticos extremos,2
1051,parceria pessoas,2
1052,private atacado,2
1053,pessoas planeta,2
1054,outras funções,2
1055,medidas preventivas,2
1056,indicadores referentes,2
1057,conselho fiscal,2
1058,aplicativo bb,2
1059,start ups,2
1060,projetos sustentáveis,2
1061,implementar iniciativas,2
1062,auditoria internaauditoria,2
1063,iniciativas implementadas,2
1064,público pf,2
1065,pf varejo,2
1066,funcionários satisfeitos,2
1067,água energia,2
1068,jurídica operações,2
1069,programa dirigentes,2
1070,social privadobanco,2
1071,mir mir,2
1072,pf pj,2
1073,eventuais efeitos,2
1074,implementar política,2
1075,isolamento social,2
1076,riscos legais,2
1077,fip devem,2
1078,trabalho remoto,2
1079,produtor rural,2
1080,anticorrupção avaliação,2
1081,indiretos anticorrupção,2
1082,dirigentes bb,2
1083,unidades responsáveis,2
1084,uso racional,2
1085,capital aberto,2
1086,atendimento ágil,2
1087,indicadores gerais,2
1088,administrados fs,2
1089,negócios desafio,2
1090,nível hierárquico,2
1091,próximos meses,2
1092,bb financiamento,2
1093,condições especiais,2
1094,realizamos eventos,2
1095,startup farm,2
1096,redes sociais,2
1097,possíveis impactos,2
1098,fia fundo,2
1099,adolescência fia,2
1100,sul rio,2
1101,brasília distrito,2
1102,realizadas novas,2
1103,obs desde,2
1104,novas tecnologias,2
1105,defesa civil,2
1106,cartões faturamento,2
1107,mil faturamento,2
1108,desenvolvimento bid,2
1109,alvo valor,2
1110,desafio reforçar,2
1111,humanos avaliação,2
1112,escravo práticas,2
1113,pequenos produtores,2
1114,estoque operações,2
1115,operações contratadas,2
1116,contratação número,2
1117,pequeno negócio,2
1118,discriminação trabalho,2
1119,plataforma digital,2
1120,digital própria,2
1121,educação diversidade,2
1122,totalmente gratuita,2
1123,gratuita ofertas,2
1124,benefícios exclusivos,2
1125,mil ofertas,2
1126,ocupacional treinamento,2
1127,ofertas disponibilizadas,2
1128,fbb busca,2
1129,eletrônica cpr,2
1130,cpr digital,2
1131,marca bb,2
1132,saúde emocional,2
1133,benefício programadescriçãoganhos,2
1134,itens alimentícios,2
1135,usuários recorrentes,2
1136,polêmicos compromissos,2
1137,revisadas abordagem,2
1138,ranking global,2
1139,investimento responsável,2
1140,organizacional taxa,2
1141,saúde eps,2
1142,exame periódico,2
1143,contas equidade,2
1144,programa pró,2
1145,mil pontos,2
1146,crédito ampliada,2
1147,diálogo compromisso,2
1148,nordeste norte,2
1149,trabalho atb,2
1150,carteira pj,2
1151,dessa forma,2
1152,grandes empresas,2
1153,performa desempenho,2
1154,nesse sentido,2
1155,digital mudou,2
1156,mudou hábitos,2
1157,exigência aumentou,2
1158,seguintes aspectos,2
1159,aumentou donos,2
1160,consumidores demandam,2
1161,geramos impacto,2
1162,sobre patrimônio,2
1163,retorno sobre,2
1164,grupos empresariais,2
1165,práticas inadequadas,2
1166,controle disciplinar,2
1167,práticas trabalhistas,2
1168,diligence socioambiental,2
1169,denúncias recebidas,2
1170,comportamento sociofuncional,2
1171,requisitos legais,2
1172,habitante,2
1173,selecionados,2
1174,serviços menor,2
1175,executado,2
1176,leve,2
1177,acreditar,2
1178,sistemas corporativos,2
1179,processos diversos,2
1180,fatores ambientais,2
1181,atrair novos,2
1182,initiative gri,2
1183,estudos setoriais,2
1184,internacionalmente reconhecidos,2
1185,consideradas procedentes,2
1186,oportunidades relacionadas,2
1187,capital humano,2
1188,mínimo legalmente,2
1189,remunerada acima,2
1190,licença maternidade,2
1191,conglomerado bb,2
1192,demandam diálogo,2
1193,empresas nesse,2
1194,práticas buscamos,2
1195,unidade responsável,2
1196,liderança feminina,2
1197,ambiente externo,2
1198,indígenas pessoas,2
1199,mundial apesar,2
1200,atividade mundial,2
1201,atividade econômica,2
1202,responsável diretoria,2
1203,taxa selic,2
1204,menor patamar,2
1205,patamar histórico,2
1206,histórico fechando,2
1207,crescimento econômico,2
1208,automática rápida,2
1209,forma automática,2
1210,soluções digitais,2
1211,práticas negociais,2
1212,indústria financeira,2
1213,cadeia produtiva,2
1214,mobile pj,2
1215,app mobile,2
1216,crescimento sustentável,2
1217,projeto hunter,2
1218,dados pessoais,2
1219,econômica social,2
1220,fatores externos,2
1221,dentre outras,2
1222,cenário econômico,2
1223,nativo digital,2
1224,suprimentos infraestrutura,2
1225,via whatsapp,2
1226,funcionários treinados,2
1227,econômica ambiental,2
1228,público jovem,2
1229,dano doloso,2
1230,mobile representaram,2
1231,milhões participação,2
1232,programa agro,2
1233,agro energia,2
1234,energia visa,2
1235,visa estimular,2
1236,energias renováveis,2
1237,meio rural,2
1238,observado crescimento,2
1239,familiares atendidos,2
1240,centros culturais,2
1241,biometria cadastrada,2
1242,despesas evitadas,2
1243,recondicionados correspondendo,2
1244,quatro fornecedores,2
1245,fornecedores domiciliados,2
1246,funcionários inscritos,2
1247,características socioambientais,2
1248,familiar pronaf,2
1249,good index,2
1250,index series,2
1251,ano consecutivo,2
1252,cd conselho,2
1253,categoria bancos,2
1254,guia exame,2
1255,unidades imobiliárias,2
1256,fraude,2
1257,riscos incorridos,2
1258,encaminhado,2
1259,institucionais,2
1260,assessorar,2
1261,surgimento,2
1262,estabelecimento,2
1263,movimento,2
1264,minimizar,2
1265,códigos voluntários,2
1266,referência processo,2
1267,externa,2
1268,financiamento,2
1269,ordem,2
1270,salário mínimo,2
1271,voluntários relativos,2
1272,empregados próprios,2
1273,listados,2
1274,depender,2
1275,nacionais,2
1276,atuarem,2
1277,indícios,2
1278,criamos,2
1279,elevamos,2
1280,repasse,2
1281,esportiva,2
1282,própria,2
1283,corretivas tomadas,2
1284,cadastrarem,2
1285,direcionadores,2
1286,família,2
1287,aperfeiçoado,2
1288,proposta,2
1289,respectivos,2
1290,segunda,2
1291,empreendedor,2
1292,apetite,2
1293,tolerância,2
1294,percentual quadro,2
1295,avaliadas quanto,2
1296,agropecuária,2
1297,consórcios,2
1298,capacitar,2
1299,validação,2
1300,varejo,2
1301,pilares,2
1302,alinhar,2
1303,acompanhado,2
1304,relacionamentoação,2
1305,emissões indiretas,2
1306,operações avaliadas,2
1307,atingiu,2
1308,possam,2
1309,procedimentos relacionados,2
1310,realização,2
1311,censo ibge,2
1312,aprovado,2
1313,próprios homemmulherhomemmulherhomemmulhertaxa,2
1314,física,2
1315,queda,2
1316,obter,2
1317,fevereiro,2
1318,onu,2
1319,contribuíram,2
1320,especialistas,2
1321,gee,2
1322,óleo diesel,2
1323,unibb,2
1324,possibilitar,2
1325,curso,2
1326,importante,2
1327,companhias,2
1328,encaminhadas,2
1329,sucesso,2
1330,funcionalidade,2
1331,utilizado,2
1332,papel reciclado,2
1333,gestor,2
1334,questões ambientais,2
1335,sobre questões,2
1336,atuar,2
1337,questões,2
1338,lesões doenças,2
1339,níveis,2
1340,interage sobre,2
1341,ocupacionais dias,2
1342,integrantes,2
1343,escolhido,2
1344,solidez,2
1345,terrorismo,2
1346,organizacionais,2
1347,voluntariado,2
1348,forçado,2
1349,administrativas,2
1350,instituições,2
1351,project finance,2
1352,sistemático,2
1353,contemplam,2
1354,prazo,2
1355,transparente,2
1356,externapacto globalods,2
1357,bancos,2
1358,concorrentes,2
1359,tonelada,2
1360,fator,2
1361,sustentabilidadediretoria,2
1362,países,2
1363,infância,2
1364,perdidos absenteísmo,2
1365,urgência,2
1366,conduzidas,2
1367,entrevistas,2
1368,brasília,2
1369,período sul,2
1370,conhecer,2
1371,espaço,2
1372,entrega,2
1373,senha,2
1374,carbono,2
1375,materiais usados,2
1376,documento demonstrações,2
1377,gravidade,2
1378,relações,2
1379,subsidiar,2
1380,pregões,2
1381,entidade,2
1382,nome,2
1383,orienta,2
1384,empresas mantidas,2
1385,resolutivo,2
1386,mitigar,2
1387,atuação,2
